"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
34.91170320268,17.45585160134,13.5518213418971,7.35223429599778,3.04465777444683,9.25926984160302,18.1950952634066,16.3854424014497,11.129175270278,4.31690272711344,5.03752872878895,6.67045638493562,7.20967496115256,6.42760025315171,1.48303442884292,0,0.871658987007981
9.81891652575376,42.2758905969954,16.516282260437,7.68045904135482,5.32815110528195,6.55864947113547,11.6395094699734,13.5541343394345,13.4834238851445,7.60854105653743,4.34486852858047,5.21129405073095,4.24855845925062,4.82070018986378,2.22455164326438,3.20386132596521,0.326872120127993
0.855679000065687,13.9047837510674,112.433615790004,20.6974662954559,5.22367755419799,4.6901530243414,10.5456001959191,15.4499413646887,12.5895647853824,12.9507081813403,8.14894353186448,6.37617154442375,3.18073895344966,4.91522372299837,2.39902628195178,1.50769944751304,1.15366630633409
3.42271600026275,8.12895050062403,18.4344628547864,107.966633884505,15.671032662594,3.3284956946939,7.08286580322922,8.92978262362744,16.2405385731432,14.7282563630929,8.59343136087527,6.70315470054805,3.93805775189006,3.59189425911419,2.61711958031104,2.51283241252173,1.41003659663056
0.831231028635239,4.98738617181144,12.422502896739,24.0072956604009,102.213510999286,14.4033086424936,11.9261968953422,7.16002525105365,13.9420437451834,12.2106677138351,11.6582807723401,6.82927677505313,5.14976782939469,4.59114303796551,4.44910328652876,1.2205186003677,0.747136274578269
1.47930945774068,9.61551147531442,10.3361349217859,4.27248482091881,23.9960316121657,40.0188781289622,20.6803674977902,12.7424178196718,9.79425463811949,9.43865172538361,14.6002951292019,7.34880788170873,6.02260983437684,3.59509844667807,4.14746916540817,1.73768749882859,2.21608217035927
7.3965472887034,14.0534398485365,12.6330537932939,4.80654542353366,11.0949393475605,23.0173939565273,29.3878906547545,17.1532547572504,12.188405771882,11.4141834818593,14.0880040720369,14.1323228494399,8.117430646334,6.53654263032377,4.90155446820965,2.60653124824288,0.88643286814371
7.27327150055834,12.7282251259771,16.0927878435028,7.61481409228341,6.34303703009756,11.5740873020038,15.5193459599645,24.0962388256613,19.690079324338,10.5764116814279,8.56379883894122,10.0056845774034,10.5570240502591,7.71312030378205,2.96606885768584,2.13590755064347,0.871658987007981
6.2342327147643,16.5207166941254,23.4736905386431,11.9286250312617,8.4815466573876,9.70018745310792,11.4674970147521,12.8054297759229,19.262034121635,15.910870051361,12.0900689490935,10.2439151625797,8.16606041518301,7.43765172150412,6.67365492979315,5.49233370165464,2.61497696102394
0,5.27898737943751,15.3004434505289,15.7547877771381,13.0134566165873,11.9474449569071,11.9114001250005,14.6909327033871,16.9837290104739,17.5461207618159,19.9876139884207,11.8346806829503,8.47219868706868,9.0193745487774,5.02318112995183,5.37421899839325,3.79593429826056
0,4.76068680036546,2.77196345629713,10.8851261005681,17.7143725058725,13.4680288605135,13.7192964285579,13.1434029958153,14.0087520884618,16.482719503524,28.3017523126507,15.7665332734842,7.86509995762098,10.5178913233392,2.83124754597285,5.592194314412,6.41857981342241
5.28965200040607,6.61206500050759,5.13326565980949,5.01288701999849,10.6101710321632,13.5615568387115,14.1084963272404,13.3624597124122,10.701130067575,11.5771482227133,9.15914314325264,12.3807713205244,12.6403392176051,7.88841849250437,4.71874590995475,6.990242893015,3.36777335889447
0,4.44477702811899,3.76439481719363,7.00212790095027,4.5106041102916,9.43073780163271,13.9733574735312,8.83528756940916,8.79870694445056,8.63380545422687,12.0340964076625,17.6025932380246,18.0241874028814,14.9977339240207,6.17931012017884,4.74646122365216,7.50595238812428
2.64482600020303,3.63663575027917,8.46988833868566,4.29676030285584,2.99852659604612,8.1836980923259,10.7029972137686,10.9528358298461,13.0359220823186,12.1658167764106,9.15914314325264,9.85408329592762,13.1084999293683,12.5630368584329,8.08927870277957,5.04850875606639,3.56587767412356
0,5.65698894487871,8.15618877058619,6.41861724253774,7.32973167922385,5.71559866765618,11.8922191264096,9.10302355636095,12.3657503003089,10.5524288884995,8.95560662895814,9.26452275685503,13.1605177862309,16.4260895358321,15.6542523044531,8.54363020257388,5.32680492060433
0,2.97542925022841,2.30996954691427,6.44514045428377,11.0714828161703,6.3131385283657,6.5677482902671,2.62868059916305,1.75109401105773,11.7733710739457,10.9909717719032,7.58006407379048,5.61792854115784,10.5178913233392,18.200877081254,15.1455262681992,11.2919459680579
0,0,4.83993619353466,2.25068396816259,6.52426665952892,2.20458805752453,2.29349940295042,6.1961756980272,5.50343832046714,7.4004046750516,2.15894088376669,16.676140962339,4.41408671090973,13.7734291138965,0,3.66155580110309,11.207044118674
